Tiempo, Pos x, Pos y, distancia
8.25,-203.261,-376.432,427.303
8.26,-203.51,-377.302,428.185
8.27,-203.758,-378.172,429.068
8.28,-204.007,-379.044,429.952
8.29,-204.255,-379.917,430.837
8.3,-204.504,-380.79,431.723
8.31,-204.752,-381.665,432.609
8.32,-205.001,-382.54,433.497
8.33,-205.25,-383.417,434.386
8.34,-205.498,-384.295,435.276
8.35,-205.747,-385.173,436.167
8.36,-205.995,-386.053,437.058
8.37,-206.244,-386.933,437.951
8.38,-206.492,-387.815,438.845
8.39,-206.741,-388.697,439.739
8.4,-206.99,-389.581,440.635
8.41,-207.238,-390.466,441.531
8.42,-207.487,-391.351,442.429
8.43,-207.735,-392.238,443.327
8.44,-207.984,-393.125,444.227
8.45,-208.232,-394.014,445.127
8.46,-208.481,-394.903,446.029
8.47,-208.73,-395.794,446.931
8.48,-208.978,-396.686,447.834
8.49,-209.227,-397.578,448.739
8.5,-209.475,-398.472,449.644
8.51,-209.724,-399.366,450.55
8.52,-209.972,-400.262,451.457
8.53,-210.221,-401.158,452.366
8.54,-210.47,-402.056,453.275
8.55,-210.718,-402.955,454.185
8.56,-210.967,-403.854,455.096
8.57,-211.215,-404.755,456.008
8.58,-211.464,-405.656,456.921
8.59,-211.712,-406.559,457.835
8.6,-211.961,-407.463,458.75
8.61,-212.21,-408.367,459.666
8.62,-212.458,-409.273,460.583
8.63,-212.707,-410.179,461.501
8.64,-212.955,-411.087,462.42
8.65,-213.204,-411.995,463.34
8.66,-213.453,-412.905,464.261
8.67,-213.701,-413.816,465.182
8.68,-213.95,-414.727,466.105
8.69,-214.198,-415.64,467.029
8.7,-214.447,-416.553,467.954
8.71,-214.695,-417.468,468.879
8.72,-214.944,-418.383,469.806
8.73,-215.193,-419.3,470.734
8.74,-215.441,-420.218,471.662
8.75,-215.69,-421.136,472.592
8.76,-215.938,-422.056,473.522
8.77,-216.187,-422.976,474.454
8.78,-216.435,-423.898,475.386
8.79,-216.684,-424.82,476.32
8.8,-216.933,-425.744,477.254
8.81,-217.181,-426.669,478.19
8.82,-217.43,-427.594,479.126
8.83,-217.678,-428.521,480.064
8.84,-217.927,-429.448,481.002
8.85,-218.175,-430.377,481.941
8.86,-218.424,-431.307,482.881
8.87,-218.673,-432.237,483.823
8.88,-218.921,-433.169,484.765
8.89,-219.17,-434.101,485.708
8.9,-219.418,-435.035,486.652
8.91,-219.667,-435.969,487.598
8.92,-219.915,-436.905,488.544
8.93,-220.164,-437.842,489.491
8.94,-220.413,-438.779,490.439
8.95,-220.661,-439.718,491.388
8.96,-220.91,-440.657,492.338
8.97,-221.158,-441.598,493.289
8.98,-221.407,-442.539,494.241
8.99,-221.655,-443.482,495.194
9,-221.904,-444.426,496.148
9.01,-222.153,-445.37,497.103
9.02,-222.401,-446.316,498.059
9.03,-222.65,-447.262,499.016
9.04,-222.898,-448.21,499.973
9.05,-223.147,-449.158,500.932
9.06,-223.395,-450.108,501.892
9.07,-223.644,-451.059,502.853
9.08,-223.893,-452.01,503.814
9.09,-224.141,-452.963,504.777
9.1,-224.39,-453.916,505.741
9.11,-224.638,-454.871,506.706
9.12,-224.887,-455.827,507.671
9.13,-225.135,-456.783,508.638
9.14,-225.384,-457.741,509.605
9.15,-225.633,-458.699,510.574
9.16,-225.881,-459.659,511.543
9.17,-226.13,-460.619,512.514
9.18,-226.378,-461.581,513.485
9.19,-226.627,-462.544,514.458
9.2,-226.875,-463.507,515.431
9.21,-227.124,-464.472,516.406
9.22,-227.373,-465.437,517.381
9.23,-227.621,-466.404,518.358
9.24,-227.87,-467.371,519.335
9.25,-228.118,-468.34,520.313
9.26,-228.367,-469.31,521.293
9.27,-228.615,-470.28,522.273
9.28,-228.864,-471.252,523.254
9.29,-229.113,-472.224,524.236
9.3,-229.361,-473.198,525.22
9.31,-229.61,-474.173,526.204
9.32,-229.858,-475.148,527.189
9.33,-230.107,-476.125,528.175
9.34,-230.355,-477.102,529.162
9.35,-230.604,-478.081,530.15
9.36,-230.853,-479.06,531.139
9.37,-231.101,-480.041,532.129
9.38,-231.35,-481.023,533.121
9.39,-231.598,-482.005,534.113
9.4,-231.847,-482.989,535.106
9.41,-232.095,-483.973,536.1
9.42,-232.344,-484.959,537.094
9.43,-232.593,-485.945,538.09
9.44,-232.841,-486.933,539.087
9.45,-233.09,-487.922,540.085
9.46,-233.338,-488.911,541.084
9.47,-233.587,-489.902,542.084
9.48,-233.835,-490.893,543.085
9.49,-234.084,-491.886,544.086
9.5,-234.333,-492.879,545.089
9.51,-234.581,-493.874,546.093
9.52,-234.83,-494.87,547.098
9.53,-235.078,-495.866,548.103
9.54,-235.327,-496.864,549.11
9.55,-235.575,-497.862,550.118
9.56,-235.824,-498.862,551.126
9.57,-236.073,-499.863,552.136
9.58,-236.321,-500.864,553.147
9.59,-236.57,-501.867,554.158
9.6,-236.818,-502.87,555.171
9.61,-237.067,-503.875,556.184
9.62,-237.316,-504.88,557.199
9.63,-237.564,-505.887,558.214
9.64,-237.813,-506.895,559.231
9.65,-238.061,-507.903,560.248
9.66,-238.31,-508.913,561.267
9.67,-238.558,-509.923,562.286
9.68,-238.807,-510.935,563.307
9.69,-239.056,-511.947,564.328
9.7,-239.304,-512.961,565.35
9.71,-239.553,-513.976,566.374
9.72,-239.801,-514.991,567.398
9.73,-240.05,-516.008,568.423
9.74,-240.298,-517.025,569.449
9.75,-240.547,-518.044,570.477
9.76,-240.796,-519.064,571.505
9.77,-241.044,-520.084,572.534
9.78,-241.293,-521.106,573.564
9.79,-241.541,-522.128,574.596
9.8,-241.79,-523.152,575.628
9.81,-242.038,-524.176,576.661
9.82,-242.287,-525.202,577.695
9.83,-242.536,-526.229,578.73
9.84,-242.784,-527.256,579.766
9.85,-243.033,-528.285,580.803
9.86,-243.281,-529.314,581.841
9.87,-243.53,-530.345,582.88
9.88,-243.778,-531.376,583.92
9.89,-244.027,-532.409,584.961
9.9,-244.276,-533.443,586.003
9.91,-244.524,-534.477,587.046
9.92,-244.773,-535.513,588.09
9.93,-245.021,-536.549,589.135
9.94,-245.27,-537.587,590.181
9.95,-245.518,-538.626,591.228
9.96,-245.767,-539.665,592.275
9.97,-246.016,-540.706,593.324
9.98,-246.264,-541.747,594.374
9.99,-246.513,-542.79,595.425
10,-246.761,-543.833,596.477
